# /openai/reward/episode_number, /openai/reward/episode_reward
0, 0
1, 362
2, -45
3, -8
4, 165
5, -35
6, -25
7, -37
8, -39
9, -78
10, -62
11, 82
12, 77
13, 69
14, 19
15, -86
16, -40
17, -63
18, 11
19, 54
20, 72
21, 32
22, 58
23, 35
24, 40
25, 10
26, -33
27, -59
28, -53
29, 11
30, 4
31, 37
32, 33
33, -36
34, -17
35, 1
36, -3
37, -2
38, -45
39, 18
40, -30
41, -10
42, 37
43, -82
44, -40
45, 29
46, -43
47, -12
48, -71
49, -14
50, -50
51, -26
52, 14
53, 66
54, -4
55, 84
56, 91
57, -11
58, 63
59, 327
60, 356
61, 59
62, 70
63, 72
64, 38
65, 29
66, 15
67, 8
68, -75
69, -35
70, 8
71, 15
72, 5
73, 5
74, -79
75, -24
76, 24
77, 69
78, 24
79, 217
80, -53
81, -32
82, -84
83, -36
84, -45
85, -11
86, -68
87, -53
88, -86
89, -73
90, -82
91, -71
92, 57
93, 23
94, 26
95, 7
96, 24
97, 328
98, -92
99, -69
100, -74
101, -71
102, -80
103, -93
104, -28
105, 89
106, 58
107, -5
108, -3
109, -52
110, -46
111, -32
112, -73
113, -10
114, -33
115, -19
116, -68
117, -58
118, 51
119, 62
120, -35
121, -70
122, 236
123, 36
124, -37
125, -37
126, 33
127, 77
128, 9
129, 291
130, 13
131, 28
132, -46
133, 7
134, 9
135, 8
136, 43
137, -29
138, -11
139, 73
140, -5
141, -11
142, -68
143, -56
144, -21
145, 13
146, -95
147, 269
148, -41
149, -56
150, -29
151, -67
152, -80
153, 44
154, 72
155, 63
156, 299
157, 101
158, -4
159, -42
160, -9
161, -57
162, -54
163, 50
164, -38
165, -16
166, 34
167, -20
168, 49
169, 54
170, 10
171, -15
172, 73
173, 18
174, 277
175, -53
176, -34
177, 35
178, -33
179, -37
180, -55
181, -15
182, -46
183, -49
184, -35
185, -36
186, -29
187, -7
188, 22
189, 9
190, -50
191, -57
192, -33
193, -189
194, -95
195, -84
196, 271
197, 112
198, -43
199, -2
200, -12
201, 60
202, -1
203, -46
204, -3
205, 45
206, 2
207, 78
208, 64
209, 10
210, -17
211, 37
212, 31
213, 296
214, -28
215, -23
216, -35
217, -21
218, -35
219, -57
220, -1
221, 84
222, -114
223, -197
224, -187
225, -188
226, -187
227, -92
228, -198
229, -92
230, -75
231, -75
232, -185
233, -73
234, -43
235, -96
236, -13
237, -39
238, 67
239, -4
240, 36
241, 74
242, -38
243, 213
244, 21
245, 56
246, 19
247, -64
248, -76
249, -40
250, -51
251, 355
252, 61
253, 10
254, 14
255, -41
256, -36
257, -48
258, -73
259, 30
260, 39
261, 55
262, -71
263, -44
264, 6
265, 26
266, 249
267, 4
268, -27
269, -30
270, -36
271, -46
272, -11
273, -96
274, 27
275, 63
276, 23
277, -74
278, -43
279, -3
280, -42
281, -71
282, 77
283, 27
284, 224
285, -63
286, -46
287, -87
288, -72
289, -51
290, 9
291, -6
292, 307
293, 22
294, -54
295, -25
296, 27
297, -57
298, -113
299, 71
300, 60
301, 4
302, -49
303, 22
304, 250
305, 37
306, 40
307, -8
308, -28
309, -25
310, 52
311, -10
312, 17
313, 6
314, 92
315, 39
316, 0
317, 21
318, -77
319, 17
320, -19
321, -50
322, 5
323, -33
324, -192
325, 344
326, 338
327, 46
328, 34
329, 45
330, -60
331, 54
332, 25
333, 17
334, -5
335, 0
336, 1
337, -52
338, 24
339, -28
340, 14
341, -24
342, 12
343, -3
344, 17
345, 76
346, -21
347, -176
348, -61
349, 20
350, -44
351, 18
352, -103
353, -3
354, -33
355, -37
356, -60
357, 2
358, -22
359, 11
360, -61
361, 14
362, -36
363, 71
364, 81
365, 49
366, -12
367, -59
368, 41
369, 64
370, 21
371, 57
372, 2
373, -22
374, 54
375, 101
376, 41
377, 65
378, -5
379, 57
380, -28
381, -8
382, 39
383, 51
384, 49
385, 35
386, -24
387, 34
388, -16
389, -21
390, 24
391, -38
392, -32
393, -63
394, 33
395, 31
396, 96
397, 66
398, 16
399, 42
400, -42
401, -42
402, -32
403, 22
404, 17
405, 26
406, 19
407, -35
408, -39
409, 10
410, 8
411, -25
412, 13
413, -4
414, -3
415, 30
416, -33
417, 15
418, -31
419, -22
420, 3
421, 72
422, 1
423, 19
424, 10
425, 200
426, 36
427, 45
428, -20
429, -9
430, 17
431, -48
432, -52
433, 27
434, -9
435, -5
436, 54
437, 22
438, -22
439, 65
440, -34
441, -111
442, -49
443, 14
444, -52
445, -8
446, 42
447, 8
448, -45
449, -22
450, 16
451, 6
452, -16
453, -6
454, -12
455, 245
456, -12
