# /openai/reward/episode_number, /openai/reward/episode_reward
0, 0
1, -143
2, -217
3, -247
4, -210
5, -217
6, 127
7, -197
8, 110
9, -148
10, -151
11, -148
12, -184
13, -217
14, -60
15, -26
16, 899
17, -224
18, 659
19, -191
20, 53
21, 38
22, -141
23, 156
24, -92
25, -76
26, -116
27, -199
28, -90
29, -75
30, -128
31, -179
32, -132
33, -157
34, 72
35, 38
36, -188
37, -137
38, -191
39, -175
40, -115
41, -177
42, -214
43, -168
44, -56
45, -197
46, -181
47, -204
48, 969
49, -128
50, -188
51, -182
52, -183
53, -158
54, -132
55, -74
56, -161
57, -38
58, -180
59, -197
60, -149
61, -210
62, -197
63, 799
64, -197
65, -214
66, -94
67, 500
68, -126
69, -54
70, 64
71, -152
72, -134
73, 545
74, -84
75, -217
76, 230
77, -194
78, -146
79, -197
80, -93
81, -149
82, -158
83, 725
84, -225
85, -114
86, -237
87, -53
88, 58
89, -130
90, -185
91, -144
92, -190
93, -212
94, -192
95, -113
96, 98
97, -77
98, -194
99, -185
100, 411
101, -232
102, -191
103, -52
104, 661
105, -179
106, -185
107, -9
108, -191
109, -185
110, -179
111, -100
112, -189
113, -156
114, -185
115, -13
116, -115
117, -210
118, -67
119, -209
120, 690
121, -114
122, -109
123, -98
124, -173
125, -126
126, -143
127, -209
128, -149
129, -224
130, -60
131, -129
132, -128
133, -102
134, -98
135, -47
136, 51
137, -114
138, 561
139, -128
140, -145
141, -56
142, -104
143, -80
144, 382
145, -147
146, -208
147, -150
148, 109
149, -188
150, -188
151, 159
152, -188
153, -144
154, -208
155, -14
156, -97
157, -185
158, -182
159, -177
160, -189
161, -62
162, -189
163, -180
164, -197
165, -72
166, -188
167, -203
168, -185
169, -6
170, -175
171, -101
172, -104
173, -62
174, -82
175, -60
176, -158
177, 939
178, -133
179, -217
180, -210
181, -214
182, -74
183, -161
184, -195
185, 386
186, -89
187, 931
188, 65
189, -183
190, -188
191, -209
192, -164
193, -89
194, -124
195, -90
196, -185
197, 1043
198, -131
199, -81
200, -114
201, -137
202, -195
203, 241
204, 129
205, -190
206, -161
207, -204
208, -194
209, -147
210, -67
211, -107
212, -164
