# /openai/reward/episode_number, /openai/reward/episode_reward
0, 0
1, -193
2, -193
3, -193
4, -195
5, -197
6, -185
7, -197
8, -193
9, -185
10, -186
11, -184
12, -183
13, -196
14, -189
15, -190
16, -184
17, -190
18, -189
19, -194
20, -190
21, -193
22, -198
23, -196
24, -197
25, -192
26, -194
27, -187
28, -191
29, -184
30, 528
31, -189
32, -195
33, -183
34, -190
35, -192
36, -186
37, -189
38, -184
39, -192
40, 525
41, -183
42, -191
43, -190
44, -178
45, -193
46, -191
47, -187
48, -177
49, -196
50, -175
51, -187
52, -194
53, -182
54, -187
55, -187
56, -180
57, -195
58, -195
59, -197
60, -180
61, -187
62, -196
63, -194
64, -191
65, 527
66, -190
67, -190
68, -173
69, -192
70, -185
71, -176
72, -191
73, -189
74, -186
75, -195
76, -182
77, -194
78, -187
79, -175
80, -193
81, -193
82, -181
83, -181
84, -194
85, -187
86, -188
87, -196
88, -194
89, -187
90, -191
91, -193
92, -192
93, -191
94, -182
95, -180
96, -183
97, -188
98, -196
99, -190
100, 535
101, -192
102, -183
103, 530
104, 534
105, -194
106, -194
107, -199
108, -187
109, -190
110, -193
111, -189
112, -187
113, -187
114, -192
115, -192
116, -191
117, -190
118, -182
119, -192
120, -182
121, -192
122, -195
123, -192
124, -194
125, -195
126, -177
127, -191
128, -192
129, -190
130, -190
131, -190
132, -193
133, -191
134, -181
135, -192
136, 531
137, -187
138, -189
139, -186
140, -183
141, -187
142, -191
143, -180
144, -187
145, -184
146, -190
147, -185
148, -185
149, -188
150, -190
151, -190
152, -191
153, -192
154, -180
155, -192
156, -190
157, -186
158, -175
159, -189
160, -182
161, -190
162, -190
163, -177
164, -188
165, -172
166, -196
167, -191
168, -189
169, -193
170, -189
171, -195
172, -183
173, -189
174, 532
175, -187
176, -196
177, -191
178, -177
179, -197
180, -190
181, -181
182, -184
183, -188
184, -192
185, -180
186, -192
187, -191
188, -191
189, -186
190, -192
191, -188
192, -194
193, -176
194, -194
195, -194
196, -189
197, -192
198, -189
199, -190
200, -191
201, -169
202, -194
203, -197
204, -194
205, -192
206, -180
207, -197
208, -188
209, -181
210, -191
211, -191
212, -194
213, -192
214, -179
215, -190
216, -191
217, -191
218, -191
219, -184
220, 538
221, -190
222, -184
223, -187
224, -194
225, -183
226, -185
227, -188
228, -190
229, -190
230, -190
231, -187
232, -182
233, -192
234, -183
235, -190
236, -181
237, -190
238, -175
239, -190
240, -191
241, -195
242, -180
243, -178
244, -189
245, 534
246, -185
247, 534
248, -186
249, -192
250, -186
251, -192
252, -179
253, -196
254, -185
255, -185
256, -187
257, -185
258, -196
259, -193
260, -188
261, -193
262, 523
263, 535
264, -185
265, -179
266, -190
267, -190
268, -188
269, -195
270, -168
271, -192
272, -193
273, -187
274, -181
275, -197
276, -189
277, -189
278, -193
279, -192
280, -191
281, -185
282, -190
283, -188
284, -197
285, -194
286, -179
287, -185
288, -188
289, -186
290, 529
291, -180
292, -192
293, -194
294, -192
295, -191
296, -187
297, -191
298, -190
299, -196
300, -189
301, -188
302, -186
303, -189
304, -185
305, -191
306, -195
307, -192
308, -185
309, -188
310, -186
311, -197
312, -189
313, -190
314, -184
315, -188
316, -181
317, -187
318, -188
319, -191
320, 529
321, -189
322, -176
323, -183
324, 532
325, -185
326, -196
327, -179
328, -184
329, 536
330, -190
331, -192
332, -184
333, -194
334, -195
335, -181
336, -194
337, -191
338, -181
339, -190
340, -185
341, -188
342, -187
343, -187
344, -180
345, -191
346, -177
347, -190
348, -192
349, -190
350, -194
351, -191
352, -179
353, -193
354, -184
355, -189
356, -192
357, -183
358, -192
359, -194
360, -191
361, -189
362, -187
363, -193
364, -187
365, -178
366, -192
367, -195
368, -184
369, -190
370, -185
371, -186
372, -189
373, -178
374, -185
375, -188
376, -188
377, -190
378, -180
379, -191
380, -186
381, 527
382, -196
383, -188
384, -197
385, -194
386, -194
387, -185
388, 529
389, -180
390, -181
391, -186
392, 534
393, 532
394, -195
395, -191
396, -196
397, -190
398, -192
399, -191
400, -194
401, 527
402, 529
403, -194
404, -185
405, -187
406, 529
407, -172
408, -187
409, -185
410, -185
411, 528
412, -187
413, 533
414, -191
415, -193
416, -179
417, -187
418, -197
419, -184
420, -190
421, -174
422, -189
423, -186
424, -196
425, -194
426, -191
427, -193
428, -186
429, 532
430, -185
431, -178
432, -181
433, -180
434, -192
435, -190
436, 529
437, -192
438, 534
439, -175
440, -176
441, -183
442, -193
443, -183
444, -188
445, -180
446, -191
447, -180
448, -194
449, -184
450, 535
451, -180
452, -180
453, -190
454, -196
455, -181
456, -190
457, -193
458, -180
459, -179
460, -186
461, -192
462, -185
463, -180
464, -183
465, -192
466, -191
467, -182
468, -191
469, -179
470, -188
471, -190
472, -186
473, -190
474, -190
475, 533
476, -188
477, -190
478, -194
479, -190
480, -191
481, -191
482, -192
483, -189
484, -186
485, -193
486, 530
487, -187
488, -183
489, -182
490, -194
491, 526
492, -172
493, -191
494, -190
495, -192
496, -188
497, -188
498, 536
499, -176
500, -192
501, -191
502, -192
503, -183
504, -187
505, -187
506, -193
507, -188
508, -193
509, 524
510, -191
511, 535
512, -187
513, -179
514, -180
515, -190
516, -188
517, -192
518, -181
519, -183
520, -180
521, -186
522, -193
523, -181
524, -191
525, -167
526, -178
527, -189
528, 529
529, -193
530, -193
531, -189
532, -181
533, -191
534, -187
535, -196
536, -183
537, -187
538, -194
539, -195
540, -186
541, -188
542, -189
543, -182
544, -178
545, -186
546, -183
547, -185
548, -190
549, -190
550, -173
551, -183
552, -180
553, -192
554, -190
555, -192
556, -176
557, -189
558, -186
559, -184
560, -175
561, -192
562, -180
563, -181
564, -185
565, -187
566, -189
567, -184
568, -183
569, -191
570, -185
571, -189
572, -181
573, -189
574, -194
575, 531
576, -188
577, -195
578, -189
579, -183
580, -185
581, -184
582, -190
583, -185
584, -173
585, -191
586, 530
587, -190
588, -195
589, -191
590, -190
591, -194
592, -173
593, -181
594, -185
595, -180
596, -190
597, -186
598, -192
599, -192
600, -178
601, 529
602, -190
603, -193
604, -194
605, -189
606, -184
607, -180
608, -192
609, -186
610, -186
611, -188
612, -189
613, -194
614, -180
615, -187
616, -186
617, -186
618, -184
619, -193
620, -189
621, -192
622, -175
623, -191
624, -183
625, -174
626, -189
627, -177
628, -182
629, -192
630, -190
631, -189
632, -188
633, -187
634, -187
635, -190
636, 534
637, 528
638, -183
639, -181
640, -185
641, 530
642, -182
643, -192
644, -190
645, -193
646, -184
647, -192
648, -191
649, -196
650, -194
651, -188
652, -187
653, -177
654, -183
655, -183
656, -180
657, -180
658, -180
659, -193
660, -183
661, -193
662, -194
663, -192
664, 533
665, -185
666, -186
667, -185
668, -191
669, -192
670, -188
671, -192
672, 542
673, -190
674, -190
675, -182
676, -173
677, 533
678, -185
679, -184
680, -190
681, -191
682, -191
683, -186
684, -183
685, -185
686, -193
687, -180
688, -188
689, -180
690, -178
691, -188
692, -186
693, -185
694, -192
695, -190
696, -182
697, -188
698, -177
699, -192
700, -188
701, -192
702, -184
703, -192
704, -192
705, -183
706, -193
707, -186
708, -185
709, -188
710, -177
711, -186
712, -187
713, -187
714, -184
715, -192
716, -184
717, -194
718, 532
719, -187
720, -179
721, -181
722, -189
723, -194
724, -187
725, -184
726, -187
727, -185
728, -196
729, -184
730, -192
731, -191
732, -192
733, -182
734, -181
735, -179
736, -193
737, -189
738, -187
739, -185
740, -187
741, -180
742, -194
743, 529
744, -190
745, -188
746, -179
747, -182
748, -191
749, -190
750, -193
751, -186
752, -185
753, -185
754, -190
755, -175
756, -188
757, -192
758, -187
759, -188
760, -187
761, -181
762, -191
763, -183
764, -187
765, 536
766, -187
767, -191
768, -188
769, -190
770, -193
771, -192
772, -190
773, -186
774, -186
775, -180
776, -176
777, -180
778, -188
779, -182
780, -192
781, -189
782, -189
783, -190
784, -176
785, -176
786, -192
787, -184
788, -177
789, -187
790, -195
791, -185
792, -183
793, -187
794, -188
795, -186
796, -192
797, -190
798, -185
799, -188
800, -197
801, -187
802, -190
803, -184
804, -179
805, -194
806, 536
807, -188
808, -183
809, -194
810, -191
811, -194
812, -192
813, 535
814, -185
815, -178
816, -193
817, -192
818, -186
819, -192
820, -192
821, 531
822, -187
823, -189
824, -184
825, -183
826, -181
827, -191
828, -192
829, -190
830, -192
831, -186
832, -195
833, -184
834, -193
835, -184
836, -190
837, -193
838, -185
839, -182
840, -189
841, -190
842, -189
843, -188
844, -191
845, -193
846, -186
847, -191
848, -187
849, -178
850, -190
851, -186
852, -192
853, -188
854, -185
855, -185
856, -182
857, -180
858, -193
859, -194
860, -189
861, -189
862, -194
863, -170
864, -189
865, -191
866, -185
867, -192
868, -191
869, -183
870, -185
871, -179
872, -182
873, -177
874, -189
875, -197
876, -192
877, -180
878, -176
879, -190
880, -192
881, -183
882, -192
883, -192
884, -186
885, 524
886, -183
887, -184
888, -193
889, -195
890, -192
891, -186
892, -192
893, -192
894, -184
895, -191
896, -195
897, -192
898, -193
899, -186
900, -189
901, -182
902, -186
903, -179
904, -194
905, -188
906, -189
907, -183
908, -187
909, -184
910, -194
911, -192
912, -181
913, -191
914, -187
915, -190
916, -190
917, -184
918, 535
919, -176
920, -188
921, -180
922, -176
923, -176
924, -173
925, -186
926, -195
927, -179
928, -188
929, -187
930, -182
931, -191
932, -182
933, -191
934, -180
935, -181
936, -185
937, -191
938, -187
939, -195
940, -174
